Unnamed: 0,会社名,本社所在地,本社電話番号,本社HP,代表者,設立,資本金,売上高,従業員数,事業内容,関連会社,店舗,所在地,電話番号,新車,中古車,軽自動車,サービス,福祉車両,ウェルキャブステーション
40,長野トヨタ,長野県長野市南石堂町１３２６－１,0263-50-7304,https://www.nagano-toyota.jp/,,,,,,,,Ｃｈｕ　ＣＡＲ　ＢＯＸ安曇店,長野県安曇野市穂高１００９－１,0263-50-7304,,●,●,,,
41,長野トヨタ,長野県長野市南石堂町１３２６－１,0263-82-3611,https://www.nagano-toyota.jp/,,,,,,,,穂高店,長野県安曇野市穂高１３７６,0263-82-3611,●,,●,●,●,●
0,NTPトヨタ信州,長野県松本市鎌田１－９－１３,0263-26-3010,https://www.ntp-toyota-shinshu.com/,,,,,,,,オレンジタウン筑摩,松本市筑摩１丁目３０番７号,0263-26-3010,,●,●,,,
1,NTPトヨタ信州,長野県松本市鎌田１－９－１３,0263-25-0005,https://www.ntp-toyota-shinshu.com/,,,,,,,,筑摩店,松本市筑摩３丁目１９番４号,0263-25-0005,●,,●,●,,
2,NTPトヨタ信州,長野県松本市鎌田１－９－１３,0266-72-7171,https://www.ntp-toyota-shinshu.com/,,,,,,,,茅野店,茅野市本町東５番１５号,0266-72-7171,●,,●,●,,
3,NTPトヨタ信州,長野県松本市鎌田１－９－１３,0266-57-0101,https://www.ntp-toyota-shinshu.com/,,,,,,,,諏訪店,諏訪市大字中洲字砂田２９１８－１,0266-57-0101,●,,●,●,,
4,NTPトヨタ信州,長野県松本市鎌田１－９－１３,0266-27-3505,https://www.ntp-toyota-shinshu.com/,,,,,,,,下諏訪店,長野県諏訪郡下諏訪町字湖浜６１３３ー３９,0266-27-3505,●,,●,●,,
5,NTPトヨタ信州,長野県松本市鎌田１－９－１３,0265-22-1431,https://www.ntp-toyota-shinshu.com/,,,,,,,,飯田上郷店,飯田市上郷飯沼１８５１,0265-22-1431,●,,●,●,,
6,NTPトヨタ信州,長野県松本市鎌田１－９－１３,0265-25-8200,https://www.ntp-toyota-shinshu.com/,,,,,,,,飯田インター店,飯田市育良町２丁目２番地１,0265-25-8200,●,,●,●,,
7,NTPトヨタ信州,長野県松本市鎌田１－９－１３,0265-48-8222,https://www.ntp-toyota-shinshu.com/,,,,,,,,飯田店,飯田市鼎名古熊２５８８－１,0265-48-8222,●,,●,●,,
8,NTPトヨタ信州,長野県松本市鎌田１－９－１３,0264-23-2255,https://www.ntp-toyota-shinshu.com/,,,,,,,,木曽店,長野県木曽郡木曽町福島２８７３,0264-23-2255,●,,●,●,,
9,NTPトヨタ信州,長野県松本市鎌田１－９－１３,0263-25-5300,https://www.ntp-toyota-shinshu.com/,,,,,,,,松本店,松本市宮田５番５号,0263-25-5300,●,,●,●,●,●
10,NTPトヨタ信州,長野県松本市鎌田１－９－１３,0263-54-3700,https://www.ntp-toyota-shinshu.com/,,,,,,,,塩尻店,塩尻市大字広丘野村９５７,0263-54-3700,●,,●,●,●,●
11,NTPトヨタ信州,長野県松本市鎌田１－９－１３,0265-85-2929,https://www.ntp-toyota-shinshu.com/,,,,,,,,駒ケ根店,長野県上伊那郡宮田村５１９７－１,0265-85-2929,●,,●,●,,
12,NTPトヨタ信州,長野県松本市鎌田１－９－１３,0265-72-4121,https://www.ntp-toyota-shinshu.com/,,,,,,,,伊那店,長野県上伊那郡南箕輪村字神子柴７４０４,0265-72-4121,●,,●,●,,
13,NTPトヨタ信州,長野県松本市鎌田１－９－１３,0265-78-3067,https://www.ntp-toyota-shinshu.com/,,,,,,,,オレンジタウン伊那,上伊那郡南箕輪村７３０６－１,0265-78-3067,,●,●,,,
14,NTPトヨタ信州,長野県松本市鎌田１－９－１３,0265-76-0101,https://www.ntp-toyota-shinshu.com/,,,,,,,,箕輪店,上伊那郡南箕輪村字久保４５－１,0265-76-0101,●,,●,●,,
15,NTPトヨタ信州,長野県松本市鎌田１－９－１３,0263-82-3528,https://www.ntp-toyota-shinshu.com/,,,,,,,,安曇野店,長野県安曇野市穂高１４５１ー９,0263-82-3528,●,,●,●,,
16,NTPトヨタ信州,長野県松本市鎌田１－９－１３,0263-25-9021,https://www.ntp-toyota-shinshu.com/,,,,,,,,鎌田店,松本市鎌田１丁目９番１３号,0263-25-9021,●,,●,●,,
0,岐阜トヨタ自動車株式会社,岐阜市金園町９－２８,058-246-9136,https://www.gifutoyota.co.jp/,,,,,,,,金園店,岐阜市金園町１０丁目２３番地,058-246-9136,●,,●,●,,
1,岐阜トヨタ自動車株式会社,岐阜市金園町９－２８,058-231-9175,https://www.gifutoyota.co.jp/,,,,,,,,長良店,岐阜市長良東２丁目６番地,058-231-9175,●,,●,●,,
2,岐阜トヨタ自動車株式会社,岐阜市金園町９－２８,058-231-8111,https://www.gifutoyota.co.jp/,,,,,,,,島店,岐阜市東島３丁目１－２,058-231-8111,●,,●,●,,
3,岐阜トヨタ自動車株式会社,岐阜市金園町９－２８,058-245-9177,https://www.gifutoyota.co.jp/,,,,,,,,岐南店,羽島郡岐南町八剣北４丁目１２０,058-245-9177,●,,●,●,,
4,岐阜トヨタ自動車株式会社,岐阜市金園町９－２８,058-275-2311,https://www.gifutoyota.co.jp/,,,,,,,,茜部店,岐阜市茜部大川一丁目１３番１,058-275-2311,●,,●,●,,
5,岐阜トヨタ自動車株式会社,岐阜市金園町９－２８,0584-81-2350,https://www.gifutoyota.co.jp/,,,,,,,,大垣店,大垣市万石３丁目１０４―１,0584-81-2350,●,,●,●,,
6,岐阜トヨタ自動車株式会社,岐阜市金園町９－２８,058-327-2121,https://www.gifutoyota.co.jp/,,,,,,,,穂積店,瑞穂市生津外宮東町１－２,058-327-2121,●,,●,●,,●
7,岐阜トヨタ自動車株式会社,岐阜市金園町９－２８,058-324-8200,https://www.gifutoyota.co.jp/,,,,,,,,真正店,本巣市温井６３番地１,058-324-8200,●,,●,●,,
8,岐阜トヨタ自動車株式会社,岐阜市金園町９－２８,0584-91-8111,https://www.gifutoyota.co.jp/,,,,,,,,長松店,大垣市長松町石田８５－３,0584-91-8111,●,,●,●,,
9,岐阜トヨタ自動車株式会社,岐阜市金園町９－２８,0584-35-1211,https://www.gifutoyota.co.jp/,,,,,,,,養老店,養老郡養老町瑞穂４０３－１,0584-35-1211,●,,●,●,,
10,岐阜トヨタ自動車株式会社,岐阜市金園町９－２８,0574-26-1341,https://www.gifutoyota.co.jp/,,,,,,,,美濃加茂店,美濃加茂市川合町１丁目３－６,0574-26-1341,●,,●,●,,
11,岐阜トヨタ自動車株式会社,岐阜市金園町９－２８,0574-62-9001,https://www.gifutoyota.co.jp/,,,,,,,,可児店,可児市下恵土６１２２,0574-62-9001,●,,●,●,,
12,岐阜トヨタ自動車株式会社,岐阜市金園町９－２８,058-384-1301,https://www.gifutoyota.co.jp/,,,,,,,,各務原店,各務原市鵜沼各務原町１丁目１４－１,058-384-1301,●,,●,●,●,●
13,岐阜トヨタ自動車株式会社,岐阜市金園町９－２８,058-237-2151,https://www.gifutoyota.co.jp/,,,,,,,,三田洞店,岐阜市三田洞山崎９０６－３,058-237-2151,●,●,●,●,,
14,岐阜トヨタ自動車株式会社,岐阜市金園町９－２８,0575-22-5115,https://www.gifutoyota.co.jp/,,,,,,,,関店,関市下有知４７１４‐５,0575-22-5115,●,,●,●,,
15,岐阜トヨタ自動車株式会社,岐阜市金園町９－２８,0575-65-4115,https://www.gifutoyota.co.jp/,,,,,,,,八幡店,郡上市八幡町稲成１１５６,0575-65-4115,●,●,●,●,,
16,岐阜トヨタ自動車株式会社,岐阜市金園町９－２８,0572-22-4101,https://www.gifutoyota.co.jp/,,,,,,,,多治見店,多治見市前畑町４丁目９２,0572-22-4101,●,,●,●,,
17,岐阜トヨタ自動車株式会社,岐阜市金園町９－２８,0572-55-5821,https://www.gifutoyota.co.jp/,,,,,,,,土岐店,土岐市肥田町浅野８１５－１,0572-55-5821,●,,●,●,,
18,岐阜トヨタ自動車株式会社,岐阜市金園町９－２８,0573-25-3131,https://www.gifutoyota.co.jp/,,,,,,,,恵那店,恵那市大井町学頭１２０７－２,0573-25-3131,●,●,●,●,,
19,岐阜トヨタ自動車株式会社,岐阜市金園町９－２８,0573-65-7111,https://www.gifutoyota.co.jp/,,,,,,,,中津川店,中津川市八幡町５番２３,0573-65-7111,●,,●,●,,
20,岐阜トヨタ自動車株式会社,岐阜市金園町９－２８,0576-25-2695,https://www.gifutoyota.co.jp/,,,,,,,,下呂店,下呂市東上田４８１,0576-25-2695,●,●,●,●,,
21,岐阜トヨタ自動車株式会社,岐阜市金園町９－２８,0577-32-6000,https://www.gifutoyota.co.jp/,,,,,,,,高山店,高山市下岡本町１７３１―４,0577-32-6000,●,●,●,●,,
22,岐阜トヨタ自動車株式会社,岐阜市金園町９－２８,058-388-2220,https://www.gifutoyota.co.jp/,,,,,,,,レインボーモール店,岐阜市柳津町丸野３丁目３－６,058-388-2220,●,,●,●,,
23,岐阜トヨタ自動車株式会社,岐阜市金園町９－２８,0584-82-1311,https://www.gifutoyota.co.jp/,,,,,,,,Ｕ－Ｃａｒ大垣店,大垣市中ノ江１丁目５－４,0584-82-1311,,●,●,,,
24,岐阜トヨタ自動車株式会社,岐阜市金園町９－２８,0572-20-1212,https://www.gifutoyota.co.jp/,,,,,,,,Ｕ－Ｃａｒ多治見店,多治見市幸町３丁目５－１,0572-20-1212,,●,●,,,
25,岐阜トヨタ自動車株式会社,岐阜市金園町９－２８,058-324-6161,https://www.gifutoyota.co.jp/,,,,,,,,Ｕ－Ｃａｒ北方店,本巣郡北方町曲路２－１,058-324-6161,,●,●,,,
26,岐阜トヨタ自動車株式会社,岐阜市金園町９－２８,0575-46-8358,https://www.gifutoyota.co.jp/,,,,,,,,Ｕ－Ｃａｒ関稲口店,岐阜県関市稲口３９７－１,0575-46-8358,,●,●,,,
0,岐阜トヨペット株式会社,羽島郡岐南町八剣４－１,058-246-9171,http://www.gifu-toyopet.jp/,,,,,,,,岐阜東バイパス店,岐阜市石長町３丁目２０番地,058-246-9171,●,●,●,●,,
1,岐阜トヨペット株式会社,羽島郡岐南町八剣４－１,058-294-2633,http://www.gifu-toyopet.jp/,,,,,,,,島店,岐阜市西島町１７番８号,058-294-2633,●,●,●,●,,
2,岐阜トヨペット株式会社,羽島郡岐南町八剣４－１,058-232-2446,http://www.gifu-toyopet.jp/,,,,,,,,長良店,岐阜市長良３丁目８１番地,058-232-2446,●,●,●,●,,
3,岐阜トヨペット株式会社,羽島郡岐南町八剣４－１,058-268-2810,http://www.gifu-toyopet.jp/,,,,,,,,岐南店,羽島郡岐南町徳田３丁目３０６番地,058-268-2810,●,●,●,●,,
4,岐阜トヨペット株式会社,羽島郡岐南町八剣４－１,058-384-1295,http://www.gifu-toyopet.jp/,,,,,,,,各務原店,各務原市鵜沼三ツ池町３－３８,058-384-1295,●,●,●,●,,
5,岐阜トヨペット株式会社,羽島郡岐南町八剣４－１,058-388-3566,http://www.gifu-toyopet.jp/,,,,,,,,レインボーモール店,岐阜市柳津町丸野３－３－６,058-388-3566,●,●,●,●,,
6,岐阜トヨペット株式会社,羽島郡岐南町八剣４－１,058-278-6155,http://www.gifu-toyopet.jp/,,,,,,,,県庁前店,岐阜市藪田南１－１０－１８,058-278-6155,●,●,●,●,●,●
7,岐阜トヨペット株式会社,羽島郡岐南町八剣４－１,0584-81-7220,http://www.gifu-toyopet.jp/,,,,,,,,大垣店,大垣市小野３丁目９６－１,0584-81-7220,●,●,●,●,,
8,岐阜トヨペット株式会社,羽島郡岐南町八剣４－１,0584-91-6565,http://www.gifu-toyopet.jp/,,,,,,,,大垣西店,大垣市長松町字高西１０７３－３,0584-91-6565,●,●,●,●,,
9,岐阜トヨペット株式会社,羽島郡岐南町八剣４－１,058-324-3211,http://www.gifu-toyopet.jp/,,,,,,,,真正店,本巣市政田２０００番地１,058-324-3211,●,●,●,●,,
10,岐阜トヨペット株式会社,羽島郡岐南町八剣４－１,0574-26-2201,http://www.gifu-toyopet.jp/,,,,,,,,美濃加茂店,美濃加茂市新池町１丁目３番１３号,0574-26-2201,●,●,●,●,,
11,岐阜トヨペット株式会社,羽島郡岐南町八剣４－１,0575-22-4411,http://www.gifu-toyopet.jp/,,,,,,,,関店,関市小瀬字首次２８５４－４,0575-22-4411,●,●,●,●,,
12,岐阜トヨペット株式会社,羽島郡岐南町八剣４－１,0574-63-2191,http://www.gifu-toyopet.jp/,,,,,,,,可児店,可児市下恵土４１６８番地,0574-63-2191,●,●,●,●,,
13,岐阜トヨペット株式会社,羽島郡岐南町八剣４－１,0572-22-7111,http://www.gifu-toyopet.jp/,,,,,,,,多治見店,多治見市前畑町４－１５１,0572-22-7111,●,●,●,●,,
14,岐阜トヨペット株式会社,羽島郡岐南町八剣４－１,0573-25-5231,http://www.gifu-toyopet.jp/,,,,,,,,恵那店,恵那市大井町字雀子ケ根２０８７,0573-25-5231,●,●,●,●,,
15,岐阜トヨペット株式会社,羽島郡岐南町八剣４－１,0572-55-3141,http://www.gifu-toyopet.jp/,,,,,,,,土岐店,土岐市泉町定林寺字矢戸６７５,0572-55-3141,●,●,●,●,,
16,岐阜トヨペット株式会社,羽島郡岐南町八剣４－１,0573-65-7100,http://www.gifu-toyopet.jp/,,,,,,,,中津川店,中津川市駒場字町裏５２７－４,0573-65-7100,●,●,●,●,,
17,岐阜トヨペット株式会社,羽島郡岐南町八剣４－１,0577-32-6200,http://www.gifu-toyopet.jp/,,,,,,,,高山店,高山市西之一色町３丁目１２３０番地１,0577-32-6200,●,●,●,●,,●
18,岐阜トヨペット株式会社,羽島郡岐南町八剣４－１,058-268-5730,http://www.gifu-toyopet.jp/,,,,,,,,リフェスタ岐阜,岐阜県岐阜市南鶉６丁目１番地１,058-268-5730,,●,●,●,,
0,トヨタカローラネッツ岐阜,岐阜県岐阜市六条大溝４丁目１－３,058-273-8831,https://www.toyota-cn-gifu.co.jp/,,,,,,,,茜部店,岐阜市六条江東３丁目１番１２号,058-273-8831,●,,●,●,,
1,トヨタカローラネッツ岐阜,岐阜県岐阜市六条大溝４丁目１－３,058-241-6212,https://www.toyota-cn-gifu.co.jp/,,,,,,,,芥見店,岐阜県岐阜市北山１丁目１６－１８,058-241-6212,●,,●,●,,
2,トヨタカローラネッツ岐阜,岐阜県岐阜市六条大溝４丁目１－３,058-370-6155,https://www.toyota-cn-gifu.co.jp/,,,,,,,,カローラ鵜沼店,岐阜県各務原市鵜沼西町１丁目６３８,058-370-6155,●,,●,●,,
3,トヨタカローラネッツ岐阜,岐阜県岐阜市六条大溝４丁目１－３,058-370-5500,https://www.toyota-cn-gifu.co.jp/,,,,,,,,ネッツ鵜沼店,各務原市鵜沼西町１丁目４１０－２,058-370-5500,●,,●,●,,
4,トヨタカローラネッツ岐阜,岐阜県岐阜市六条大溝４丁目１－３,0573-25-4175,https://www.toyota-cn-gifu.co.jp/,,,,,,,,カローラ恵那店,岐阜県恵那市大井町雀子ヶ根２０８７－８９,0573-25-4175,●,●,●,●,,
5,トヨタカローラネッツ岐阜,岐阜県岐阜市六条大溝４丁目１－３,0573-26-5281,https://www.toyota-cn-gifu.co.jp/,,,,,,,,ネッツ恵那店,恵那市長島町正家字赤田３６４－２,0573-26-5281,●,,●,●,,
6,トヨタカローラネッツ岐阜,岐阜県岐阜市六条大溝４丁目１－３,0584-81-7151,https://www.toyota-cn-gifu.co.jp/,,,,,,,,カローラ大垣店,岐阜県大垣市旭町２－１１,0584-81-7151,●,,●,●,,
7,トヨタカローラネッツ岐阜,岐阜県岐阜市六条大溝４丁目１－３,0584-81-7141,https://www.toyota-cn-gifu.co.jp/,,,,,,,,ネッツ大垣店,大垣市田口町１,0584-81-7141,●,,●,●,,
8,トヨタカローラネッツ岐阜,岐阜県岐阜市六条大溝４丁目１－３,0584-74-8151,https://www.toyota-cn-gifu.co.jp/,,,,,,,,カローラ大垣北店,岐阜県大垣市中川町１丁目１０６番地,0584-74-8151,●,,●,●,,
9,トヨタカローラネッツ岐阜,岐阜県岐阜市六条大溝４丁目１－３,0584-75-3021,https://www.toyota-cn-gifu.co.jp/,,,,,,,,ネッツ大垣北店,大垣市中川町１丁目２８,0584-75-3021,●,,●,●,,
10,トヨタカローラネッツ岐阜,岐阜県岐阜市六条大溝４丁目１－３,0584-89-8188,https://www.toyota-cn-gifu.co.jp/,,,,,,,,大垣南店,岐阜県大垣市横曽根３丁目７３－１,0584-89-8188,●,,●,●,,
11,トヨタカローラネッツ岐阜,岐阜県岐阜市六条大溝４丁目１－３,0584-53-3171,https://www.toyota-cn-gifu.co.jp/,,,,,,,,海津店,岐阜県海津市海津町高須町１２１２－１,0584-53-3171,●,,●,●,,
12,トヨタカローラネッツ岐阜,岐阜県岐阜市六条大溝４丁目１－３,058-251-5509,https://www.toyota-cn-gifu.co.jp/,,,,,,,,鏡島店,岐阜市西荘４丁目２番２２号,058-251-5509,●,,●,●,,
13,トヨタカローラネッツ岐阜,岐阜県岐阜市六条大溝４丁目１－３,058-382-5231,https://www.toyota-cn-gifu.co.jp/,,,,,,,,各務原店,岐阜県各務原市那加桐野外８－１３８,058-382-5231,●,,●,●,,
14,トヨタカローラネッツ岐阜,岐阜県岐阜市六条大溝４丁目１－３,058-245-8111,https://www.toyota-cn-gifu.co.jp/,,,,,,,,金園店,岐阜県岐阜市金園町８丁目２１０番地,058-245-8111,●,,●,●,,
15,トヨタカローラネッツ岐阜,岐阜県岐阜市六条大溝４丁目１－３,0574-62-9322,https://www.toyota-cn-gifu.co.jp/,,,,,,,,カローラ可児店,岐阜県可児市下恵土４２０８番地１,0574-62-9322,●,,●,●,,
